,SO2,CO,O3,NO2,PM10,PM25,time,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),중하층운량(10분위),최저운고(100m ),시정(10m),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),운형(운형약어)_AcCc,운형(운형약어)_AcCcCi,운형(운형약어)_AcCi,운형(운형약어)_AcCs,운형(운형약어)_As,운형(운형약어)_CbCu,운형(운형약어)_CbSc,운형(운형약어)_CbScAs,운형(운형약어)_CbScCs,운형(운형약어)_CbScNs,운형(운형약어)_CbStNs,운형(운형약어)_Cc,운형(운형약어)_CcCi,운형(운형약어)_Ci,운형(운형약어)_Cs,운형(운형약어)_CsCi,운형(운형약어)_Cu,운형(운형약어)_CuAc,운형(운형약어)_CuAcCc,운형(운형약어)_CuAs,운형(운형약어)_CuCcCi,운형(운형약어)_CuCi,운형(운형약어)_CuSc,운형(운형약어)_CuScAc,운형(운형약어)_CuScAcCi,운형(운형약어)_CuScAs,운형(운형약어)_CuScCc,운형(운형약어)_CuScCcCi,운형(운형약어)_CuScCi,운형(운형약어)_CuScCs,운형(운형약어)_CuScNs,운형(운형약어)_NoCloud,운형(운형약어)_Sc,운형(운형약어)_ScAc,운형(운형약어)_ScAcCi,운형(운형약어)_ScAcCs,운형(운형약어)_ScAs,운형(운형약어)_ScAsCi,운형(운형약어)_ScCc,운형(운형약어)_ScCcCi,운형(운형약어)_ScCi,운형(운형약어)_ScCs,운형(운형약어)_St,운형(운형약어)_StAs,운형(운형약어)_StAsCi,운형(운형약어)_StNs
5267,0.003,0.3,0.052,0.007,18.0,14.0,2021-08-08 12:00:00,31.0,0.0,2.1,70.0,65,29.1,23.6,993.5,1003.0,0.5,2.02,0.0,9.0,1,10.0,2000,0.0,46.3,30.1,28.7,27.9,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5268,0.003,0.3,0.048,0.008,18.0,12.0,2021-08-08 13:00:00,31.8,0.0,2.9,70.0,60,28.1,23.0,993.1,1002.6,0.2,1.99,0.0,10.0,3,11.0,2000,0.0,45.2,30.7,29.2,28.1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5269,0.003,0.3,0.048,0.008,19.0,17.0,2021-08-08 14:00:00,32.0,0.0,2.2,70.0,59,27.9,22.9,992.7,1002.1,0.2,1.67,0.0,10.0,6,10.0,2000,0.0,41.3,31.1,29.7,28.4,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5270,0.003,0.3,0.043,0.009,19.0,15.0,2021-08-08 15:00:00,31.5,0.0,2.6,50.0,59,27.2,22.5,992.3,1001.8,0.0,0.7,0.0,10.0,8,8.0,2000,4.0,35.1,31.1,29.9,28.7,28.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5271,0.003,0.2,0.044,0.008,18.0,14.0,2021-08-08 16:00:00,26.8,11.5,3.0,270.0,84,29.5,23.8,992.4,1002.0,0.0,0.18,0.0,10.0,8,8.0,1500,4.0,27.4,30.0,29.7,28.7,28.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5272,0.002,0.3,0.043,0.011,10.0,6.0,2021-08-08 17:00:00,25.3,0.9,2.8,50.0,83,26.6,22.1,992.9,1002.6,0.0,0.19,0.0,10.0,7,8.0,1500,4.0,26.4,29.5,29.2,28.8,28.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5273,0.003,0.3,0.037,0.013,10.0,5.0,2021-08-08 18:00:00,25.4,0.0,2.0,50.0,77,24.9,21.0,993.8,1003.5,0.0,0.04,0.0,10.0,7,8.0,2000,401.0,25.7,29.0,28.8,28.7,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5274,0.003,0.3,0.031,0.015,11.0,8.0,2021-08-08 19:00:00,25.1,0.1,0.6,70.0,80,25.3,21.3,993.8,1003.5,0.0,0.02,0.0,10.0,7,8.0,2000,1.0,25.7,28.6,28.5,28.6,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5275,0.002,0.3,0.024,0.017,11.0,9.0,2021-08-08 20:00:00,25.1,0.2,0.9,360.0,83,26.4,22.0,993.4,1003.1,0.0,0.0,0.0,9.0,6,10.0,2000,1.0,25.3,28.3,28.2,28.4,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5276,0.002,0.3,0.027,0.014,11.0,8.0,2021-08-08 21:00:00,25.1,0.0,0.4,0.0,85,26.9,22.3,993.2,1002.9,0.0,0.0,0.0,8.0,2,10.0,2000,0.0,25.0,28.1,27.9,28.3,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5277,0.002,0.3,0.028,0.011,11.0,7.0,2021-08-08 22:00:00,24.9,0.0,1.8,290.0,86,26.9,22.3,993.2,1002.9,0.0,0.0,0.0,8.0,0,200.0,2000,0.0,24.4,27.9,27.7,28.1,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5278,0.003,0.3,0.029,0.01,9.0,7.0,2021-08-08 23:00:00,25.0,0.0,2.9,50.0,79,24.9,21.0,993.2,1002.9,0.0,0.0,0.0,8.0,0,200.0,2000,0.0,23.6,27.6,27.5,27.9,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5279,0.003,0.3,0.03,0.01,7.0,4.0,2021-08-09 00:00:00,24.7,0.0,0.7,320.0,77,23.8,20.3,993.0,1002.6,0.0,0.0,0.0,5.0,0,200.0,2000,0.0,23.3,27.4,27.3,27.8,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5280,0.003,0.2,0.036,0.009,9.0,5.0,2021-08-09 01:00:00,24.3,0.0,1.4,290.0,81,24.6,20.8,993.3,1002.9,0.0,0.0,0.0,5.0,0,200.0,2000,0.0,23.1,27.1,27.0,27.6,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,0.002,0.2,0.037,0.006,8.0,7.0,2021-08-09 02:00:00,23.7,0.0,1.4,270.0,81,23.7,20.2,993.2,1002.9,0.0,0.0,0.0,5.0,1,41.0,2000,0.0,22.7,26.9,26.8,27.4,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5282,0.002,0.2,0.036,0.006,7.0,5.0,2021-08-09 03:00:00,23.5,0.0,0.7,340.0,82,23.7,20.2,993.3,1003.0,0.0,0.0,0.0,7.0,7,36.0,2000,0.0,23.1,26.7,26.6,27.3,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5283,0.003,0.3,0.032,0.009,8.0,5.0,2021-08-09 04:00:00,23.4,0.0,1.7,270.0,80,22.9,19.7,993.1,1002.8,0.0,0.0,0.0,4.0,4,34.0,2000,0.0,22.9,26.5,26.4,27.1,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5284,0.003,0.2,0.037,0.007,7.0,4.0,2021-08-09 05:00:00,23.3,0.0,0.2,0.0,79,22.5,19.4,993.3,1003.0,0.0,0.0,0.0,4.0,4,32.0,2000,0.0,22.6,26.4,26.3,27.0,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5285,0.003,0.3,0.034,0.01,6.0,5.0,2021-08-09 06:00:00,23.5,0.0,0.9,360.0,81,23.4,20.0,993.1,1002.8,0.0,0.0,0.0,6.0,6,32.0,2000,0.0,23.2,26.3,26.1,26.8,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5286,0.003,0.3,0.033,0.012,7.0,3.0,2021-08-09 07:00:00,23.9,0.0,1.8,70.0,79,23.4,20.0,992.9,1002.6,0.0,0.12,0.0,3.0,3,34.0,2000,0.0,23.2,26.2,26.0,26.7,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5287,0.003,0.3,0.035,0.013,6.0,3.0,2021-08-09 08:00:00,25.3,0.0,2.6,50.0,74,23.8,20.3,993.0,1002.7,0.6,0.68,0.0,4.0,4,36.0,2000,0.0,24.9,26.3,26.0,26.6,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,0.003,0.3,0.043,0.011,7.0,2.0,2021-08-09 09:00:00,28.0,0.0,2.7,20.0,65,24.4,20.7,993.5,1003.1,0.8,1.77,0.0,4.0,4,39.0,2000,0.0,33.0,26.7,26.2,26.5,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,0.003,0.3,0.049,0.009,13.0,11.0,2021-08-09 10:00:00,28.5,0.0,1.9,290.0,65,25.2,21.2,993.4,1002.9,0.6,2.08,0.0,2.0,1,10.0,2000,0.0,35.7,27.6,26.7,26.5,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5290,0.003,0.3,0.053,0.008,14.0,10.0,2021-08-09 11:00:00,30.6,0.0,2.5,70.0,54,23.7,20.2,993.5,1003.0,1.0,2.93,0.0,2.0,2,10.0,2000,0.0,36.9,28.5,27.3,26.7,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5291,0.003,0.3,0.055,0.008,13.0,8.0,2021-08-09 12:00:00,31.1,0.0,1.8,50.0,54,24.3,20.6,993.3,1002.8,0.8,3.06,0.0,2.0,2,14.0,2000,0.0,40.8,29.6,28.1,27.0,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5292,0.003,0.3,0.051,0.008,14.0,8.0,2021-08-09 13:00:00,32.2,0.0,3.1,50.0,48,22.9,19.7,992.9,1002.3,0.9,3.3,0.0,2.0,2,14.0,2000,0.0,43.3,30.4,28.8,27.3,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5293,0.003,0.3,0.05,0.008,14.0,8.0,2021-08-09 14:00:00,32.9,0.0,3.9,50.0,46,22.9,19.7,992.4,1001.8,0.9,3.07,0.0,2.0,2,17.0,2000,0.0,42.9,31.1,29.4,27.7,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5294,0.003,0.3,0.052,0.009,14.0,8.0,2021-08-09 15:00:00,33.3,0.0,2.2,340.0,44,22.4,19.3,992.1,1001.5,0.8,2.59,0.0,2.0,2,18.0,2000,0.0,44.1,31.5,29.9,28.1,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5295,0.003,0.3,0.05,0.01,17.0,8.0,2021-08-09 16:00:00,33.6,0.0,2.9,20.0,45,23.4,20.0,992.1,1001.5,0.9,2.49,0.0,6.0,2,10.0,2000,0.0,42.7,31.7,30.2,28.5,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5296,0.003,0.3,0.044,0.01,16.0,9.0,2021-08-09 17:00:00,33.2,0.0,3.7,50.0,46,23.4,20.0,992.4,1001.8,0.5,1.33,0.0,8.0,3,10.0,2000,0.0,38.5,31.6,30.4,28.9,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5297,0.003,0.3,0.037,0.012,15.0,7.0,2021-08-09 18:00:00,32.0,0.0,3.5,50.0,49,23.2,19.9,992.5,1001.9,0.4,0.93,0.0,9.0,6,10.0,2000,0.0,32.3,31.4,30.4,29.1,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5298,0.003,0.4,0.029,0.013,11.0,7.0,2021-08-09 19:00:00,31.0,0.0,2.7,70.0,52,23.2,19.9,992.9,1002.4,0.4,0.34,0.0,8.0,4,16.0,2000,0.0,29.8,31.0,30.2,29.3,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5299,0.002,0.3,0.029,0.01,8.0,6.0,2021-08-09 20:00:00,29.5,0.0,2.0,70.0,55,22.7,19.5,994.2,1003.7,0.0,0.04,0.0,7.0,5,68.0,2000,0.0,27.6,30.5,30.0,29.3,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5300,0.003,0.3,0.03,0.008,6.0,3.0,2021-08-09 21:00:00,28.6,0.0,2.8,50.0,60,23.4,20.0,994.8,1004.3,0.0,0.0,0.0,7.0,7,10.0,2000,0.0,26.7,30.0,29.6,29.2,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5301,0.002,0.3,0.032,0.008,7.0,4.0,2021-08-09 22:00:00,27.8,0.0,3.4,70.0,62,23.1,19.8,995.0,1004.6,0.0,0.0,0.0,9.0,0,200.0,2000,0.0,26.0,29.5,29.2,29.1,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5302,0.002,0.3,0.029,0.007,6.0,4.0,2021-08-09 23:00:00,27.2,0.0,2.7,50.0,63,22.7,19.5,995.6,1005.2,0.0,0.0,0.0,9.0,9,68.0,2000,0.0,25.5,29.1,28.9,28.9,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5303,0.003,0.3,0.031,0.006,7.0,4.0,2021-08-10 00:00:00,26.6,0.0,2.7,50.0,64,22.2,19.2,995.8,1005.4,0.0,0.0,0.0,8.0,8,200.0,2000,0.0,25.0,28.8,28.6,28.7,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5304,0.002,0.3,0.033,0.005,7.0,4.0,2021-08-10 01:00:00,26.1,0.0,2.5,50.0,67,22.5,19.4,996.0,1005.7,0.0,0.0,0.0,6.0,1,18.0,2000,0.0,24.6,28.5,28.3,28.6,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5305,0.002,0.3,0.034,0.004,9.0,6.0,2021-08-10 02:00:00,25.7,0.0,2.2,70.0,65,21.4,18.6,996.2,1005.9,0.0,0.0,0.0,8.0,2,17.0,2000,0.0,24.4,28.2,28.0,28.4,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5306,0.002,0.3,0.033,0.005,9.0,5.0,2021-08-10 03:00:00,25.2,0.0,2.9,70.0,67,21.4,18.6,996.1,1005.8,0.0,0.0,0.0,6.0,2,45.0,2000,0.0,23.5,27.9,27.8,28.2,28.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,0.003,0.3,0.031,0.006,11.0,4.0,2021-08-10 04:00:00,24.9,0.0,2.3,70.0,67,21.0,18.3,996.5,1006.2,0.0,0.0,0.0,7.0,7,18.0,2000,0.0,23.6,27.6,27.5,28.0,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5308,0.003,0.3,0.029,0.008,9.0,5.0,2021-08-10 05:00:00,24.5,0.0,2.6,50.0,69,21.2,18.4,996.1,1005.8,0.0,0.0,0.0,6.0,1,45.0,2000,0.0,23.0,27.4,27.3,27.8,28.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5309,0.003,0.3,0.024,0.013,9.0,5.0,2021-08-10 06:00:00,24.3,0.0,2.5,50.0,69,20.9,18.2,996.6,1006.3,0.0,0.0,0.0,4.0,1,10.0,2000,0.0,22.9,27.1,27.0,27.6,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5310,0.002,0.3,0.021,0.016,11.0,5.0,2021-08-10 07:00:00,24.5,0.0,1.5,70.0,70,21.4,18.6,997.0,1006.7,0.4,0.22,0.0,5.0,1,16.0,2000,0.0,23.9,27.0,26.8,27.5,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5311,0.003,0.4,0.023,0.018,13.0,5.0,2021-08-10 08:00:00,26.0,0.0,0.9,70.0,67,22.4,19.3,997.3,1007.0,0.5,0.66,0.0,6.0,6,18.0,2000,0.0,28.7,27.0,26.7,27.3,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5312,0.003,0.4,0.03,0.015,13.0,6.0,2021-08-10 09:00:00,27.5,0.0,2.0,110.0,62,22.7,19.5,997.3,1006.9,0.6,1.34,0.0,4.0,4,10.0,2000,0.0,31.7,27.5,26.9,27.2,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5313,0.004,0.4,0.034,0.02,16.0,13.0,2021-08-10 10:00:00,28.6,0.0,1.2,140.0,61,23.8,20.3,997.5,1007.1,0.9,1.95,0.0,3.0,3,10.0,2000,0.0,37.9,28.0,27.3,27.2,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5314,0.004,0.4,0.049,0.021,21.0,13.0,2021-08-10 11:00:00,30.0,0.0,2.4,180.0,59,25.0,21.1,997.5,1007.1,0.9,2.49,0.0,7.0,7,11.0,2000,0.0,42.8,29.0,27.8,27.3,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5315,0.005,0.5,0.074,0.021,28.0,16.0,2021-08-10 12:00:00,30.1,0.0,2.9,180.0,61,26.0,21.7,997.1,1006.7,0.2,1.64,0.0,9.0,9,10.0,2000,0.0,38.7,29.7,28.5,27.5,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5316,0.005,0.5,0.106,0.019,32.0,23.0,2021-08-10 13:00:00,30.5,0.0,3.6,180.0,58,25.2,21.2,996.7,1006.2,0.2,1.56,0.0,6.0,6,9.0,2000,0.0,41.2,30.0,28.8,27.8,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5317,0.004,0.4,0.07,0.015,23.0,16.0,2021-08-10 14:00:00,31.6,0.0,3.5,200.0,51,23.7,20.2,996.6,1006.1,0.6,2.48,0.0,4.0,4,10.0,2000,0.0,48.1,30.6,29.3,28.1,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5318,0.003,0.3,0.061,0.012,14.0,9.0,2021-08-10 15:00:00,31.7,0.0,2.2,230.0,49,22.8,19.6,996.6,1006.1,0.7,2.53,0.0,3.0,3,10.0,2000,0.0,43.4,31.4,29.8,28.3,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5319,0.003,0.3,0.057,0.016,20.0,14.0,2021-08-10 16:00:00,31.7,0.0,3.6,270.0,48,22.4,19.3,997.0,1006.5,0.8,2.12,0.0,3.0,3,10.0,2000,0.0,41.5,31.7,30.2,28.7,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5320,0.003,0.3,0.054,0.015,20.0,13.0,2021-08-10 17:00:00,31.1,0.0,3.5,270.0,56,25.2,21.2,997.2,1006.7,0.7,1.45,0.0,2.0,1,10.0,2000,0.0,39.8,31.5,30.4,29.0,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5321,0.003,0.4,0.052,0.013,24.0,16.0,2021-08-10 18:00:00,30.3,0.0,3.7,270.0,51,22.0,19.0,997.4,1006.9,1.0,1.17,0.0,2.0,1,10.0,2000,0.0,32.3,31.2,30.3,29.2,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5322,0.003,0.4,0.044,0.014,26.0,15.0,2021-08-10 19:00:00,28.8,0.0,2.6,270.0,64,25.3,21.3,997.7,1007.3,1.0,0.43,0.0,2.0,0,200.0,2000,0.0,29.3,30.7,30.1,29.3,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5323,0.003,0.4,0.042,0.015,21.0,12.0,2021-08-10 20:00:00,27.6,0.0,1.1,290.0,67,24.7,20.9,998.3,1007.9,0.0,0.03,0.0,1.0,0,200.0,2000,0.0,27.1,30.2,29.8,29.3,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5324,0.003,0.4,0.039,0.016,19.0,12.0,2021-08-10 21:00:00,26.7,0.0,1.7,290.0,69,24.1,20.5,998.8,1008.5,0.0,0.0,0.0,0.0,0,200.0,2000,0.0,25.9,29.6,29.4,29.2,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,0.003,0.4,0.034,0.019,20.0,13.0,2021-08-10 22:00:00,26.1,0.0,0.7,270.0,67,22.5,19.4,999.4,1009.1,0.0,0.0,0.0,4.0,0,200.0,2000,0.0,25.3,29.1,29.0,29.0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5326,0.003,0.4,0.036,0.02,21.0,15.0,2021-08-10 23:00:00,25.9,0.0,0.7,340.0,66,22.0,19.0,999.8,1009.5,0.0,0.0,0.0,8.0,0,200.0,2000,0.0,25.0,28.7,28.6,28.8,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
